Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
140,KP3AV-VIL-CENTRO,448.275000,-,5.000000,Tone,131.8,131.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VILLALBA (CENTRO) | KP3AV | 131.8,,,,
141,WP4CRG-JAY-CENTRO,448.300000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | WP4CRG | 100.0 / FUSION,,,,
142,KP4NIN-PON-SUR,448.375000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | KP4NIN | 123.0,,,,
143,KP4FRA-VIL-CENTRO,448.400000,-,5.000000,Tone,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VILLALBA (CENTRO) | KP4FRA | 103.5,,,,
144,WP4X-SJU-NORTE,448.425000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN JUAN (NORTE) | WP4X | 127.3,,,,
145,KP4LUW-UTU-CENTRO,448.450000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,UTUADO (CENTRO) | KP4LUW | 127.3,,,,
146,KP3DB-TOA-NORTE,448.475000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,TOA ALTA (NORTE) | KP3DB | 100.0,,,,
147,WP4AZT-JAY-CENTRO,448.500000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | WP4AZT | 127.3,,,,
148,KP3I-VEB-NORTE,448.525000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VEGA BAJA (NORTE) | KP3I | 127.3,,,,
149,WP4DE-CEI-ESTE,448.550000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CEIBA (ESTE) | WP4DE | 88.5,,,,
150,WP4ROG-RIO-ESTE,448.575000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | WP4ROG | OPEN,,,,
151,WP3B-LAR-CENTRO,448.600000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LARES (CENTRO) | WP3B | 123.0,,,,
152,KP3CR-LAR-CENTRO,448.625000,-,5.000000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LARES (CENTRO) | KP3CR | 94.8,,,,
153,NP4PC-SSB-OESTE,448.650000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN SEBASTIAN (OESTE) | NP4PC | 100.0 / C4FM FUSION,,,,
154,KP4JMT-CAY-CENTRO,448.675000,-,5.000000,Tone,97.4,97.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAYEY (CENTRO) | KP4JMT | 97.4,,,,
155,WP4X-PON-SUR,448.700000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | WP4X | 100.0,,,,
156,KP4GX-FAJ-ESTE,448.725000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,FAJARDO (ESTE) | KP4GX | OPEN,,,,
157,WP4GT-SJU-NORTE,448.750000,-,5.000000,Tone,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN JUAN (NORTE) | WP4GT | 141.3,,,,
158,NP3EM-SJU-NORTE,448.775000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN JUAN (NORTE) | NP3EM | 100.0,,,,
159,KP4AMV-NAR-CENTRO,448.800000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,NARANJITO (CENTRO) | KP4AMV | 136.5,,,,
160,WP4NWR-PON-SUR,448.850000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | WP4NWR | 100.0,,,,
161,KP4NCF-SLO-ESTE,448.875000,-,5.000000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN LORENZO (ESTE) | KP4NCF | 77.0,,,,
162,KP3IV-BAR-CENTRO,448.950000,-,5.000000,Tone,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP3IV | 151.4,,,,
163,KP4SE-PON-SUR,448.975000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | KP4SE | 136.5,,,,
164,WP4VH-MAY-OESTE,449.000000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MAYAGUEZ (OESTE) | WP4VH | 136.5,,,,
165,WP3OF-COR-CENTRO,449.025000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,COROZAL (CENTRO) | WP3OF | 100.0,,,,
166,WP3OF-AGD-OESTE,449.025000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUADA (OESTE) | WP3OF | 100.0,,,,
167,NP3KQ-CAT-NORTE,449.125000,-,5.000000,Tone,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CATANO (NORTE) | NP3KQ | 71.9,,,,
168,KP4ASD-PEN-SUR,449.150000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PENUELAS (SUR) | KP4ASD | 123.0,,,,
169,NP3F-MAU-SUR,449.175000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MAUNABO (SUR) | NP3F | 127.3,,,,
170,KP3AV-COR-CENTRO,449.200000,-,5.000000,Tone,131.8,131.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,COROZAL (CENTRO) | KP3AV | 131.8,,,,
171,KP4VY-CAG-NORTE,449.225000,-,5.000000,Tone,192.8,192.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAGUAS (NORTE) | KP4VY | 192.8,,,,
172,KP3JD-COR-CENTRO,449.250000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,COROZAL (CENTRO) | KP3JD | 100.0,,,,
173,KP2RH-STT-IV,449.275000,-,5.000000,Tone,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | KP2RH | 151.4,,,,
174,KP4NR-TOB-NORTE,449.300000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,TOA BAJA (NORTE) | KP4NR | 88.5,,,,
175,KP4NZE-SAL-SUR,449.325000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SALINAS (SUR) | KP4NZE | 127.3,,,,
176,WP4HVS-SSB-OESTE,449.350000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN SEBASTIAN (OESTE) | WP4HVS | 100.0,,,,
177,KP4PSA-PON-SUR,449.375000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | KP4PSA | 100.0,,,,
178,NP4PS-UTU-CENTRO,449.400000,-,5.000000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,UTUADO (CENTRO) | NP4PS | 67.0 / DMR C1 S1 TG 330033,,,,
179,KP4PH-SJU-NORTE,449.450000,-,5.000000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN JUAN (NORTE) | KP4PH | 77.0,,,,
180,NP4UG-BAY-NORTE,449.475000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | NP4UG | 88.5,,,,
181,KP4LBA-VIE-ESTE,449.500000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VIEQUES (ESTE) | KP4LBA | 100.0,,,,
182,WP4OCK-SLO-ESTE,449.525000,-,5.000000,Tone,114.8,114.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN LORENZO (ESTE) | WP4OCK | 114.8,,,,
183,NP3WP-MAR-CENTRO,449.550000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MARICAO (CENTRO) | NP3WP | 127.3,,,,
184,KP4ILG-BAY-NORTE,449.600000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | KP4ILG | 100.0,,,,
185,WP4KMB-BAY-NORTE,449.625000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | WP4KMB | C4FM/FUSION,,,,
186,KP3JE-AGD-OESTE,449.625000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUADA (OESTE) | KP3JE | 88.5,,,,
187,KP4KSL-BAY-NORTE,449.650000,-,5.000000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | KP4KSL | 67.0,,,,
188,NP3MR-VIE-ESTE,449.675000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VIEQUES (ESTE) | NP3MR | 127.3,,,,
189,KP4HL-RIO-ESTE,449.700000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | KP4HL | 100.0,,,,
190,WP4J-ORO-CENTRO,449.725000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,OROCOVIS (CENTRO) | WP4J | 123.0,,,,
191,NP3EM-RIO-ESTE,449.750000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | NP3EM | 100.0,,,,
192,KP4NIN-MAR-CENTRO,449.775000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MARICAO (CENTRO) | KP4NIN | 123.0,,,,
193,KP4CAR-YAU-SUR,449.800000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YAUCO (SUR) | KP4CAR | 127.3,,,,
194,KP4ASD-PON-SUR,449.850000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | KP4ASD | 123.0,,,,
195,KP4LRL-JUA-SUR,449.875000,-,5.000000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JUANA DIAZ (SUR) | KP4LRL | 77.0,,,,
196,NP3RK-CAY-CENTRO,449.900000,-,5.000000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAYEY (CENTRO) | NP3RK | 77.0,,,,
197,WP4FUI-JAY-CENTRO,449.925000,-,5.000000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | WP4FUI | 77.0,,,,
198,KP4POX-SJU-NORTE,449.950000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN JUAN (NORTE) | KP4POX | 123.0,,,,
